Rating,Problem Name,Tags,ContestID,Index
900,Mystic Permutation,data structures;greedy,1689,B
800,Lex String,brute force;greedy;implementation;sortings;two pointers,1689,A
1700,Manipulating History,constructive algorithms;greedy;strings,1688,C
800,Patchouli's Magical Talisman,bitmasks;constructive algorithms;greedy;sortings,1688,B
800,Cirno's Perfect Bitmasks Classroom,bitmasks;brute force,1688,A
3500,Koishi's Unconscious Permutation,fft;math,1687,F
3500,Become Big For Me,combinatorics;constructive algorithms;greedy;math;number theory,1687,E
2900,Cute number,binary search;brute force;data structures;dsu;implementation;math,1687,D
2500,Sanae and Giant Robot,binary search;brute force;data structures;dsu;greedy;sortings,1687,C
1700,Railway System,constructive algorithms;graphs;greedy;interactive;sortings,1687,B
1600,The Enchanted Forest,brute force;greedy,1687,A
800,Odd Subarrays,dp;greedy,1686,B
800,Everything Everywhere All But One,greedy,1686,A
3500,The Ultimate LIS Problem,data structures;greedy,1685,E
3500,Permutation Weight (Hard Version),constructive algorithms;greedy,1685,D2
2800,Permutation Weight (Easy Version),constructive algorithms;dfs and similar;dsu,1685,D1
2600,Bring Balance,brute force;constructive algorithms;greedy,1685,C
2000,Linguistics,greedy;implementation;sortings;strings,1685,B
1100,Circular Local MiniMax,constructive algorithms;greedy;sortings,1685,A
3400,Hard Cut,constructive algorithms;dfs and similar;divide and conquer;math,1684,H
2800,Euclid Guess,constructive algorithms;flows;graph matchings;math;number theory,1684,G
2600,Diverse Segments,data structures;two pointers,1684,F
2100,MEX vs DIFF,binary search;brute force;constructive algorithms;data structures;greedy;two pointers,1684,E
1700,Traps,constructive algorithms;greedy;sortings,1684,D
1400,Column Swapping,brute force;constructive algorithms;greedy;implementation;sortings,1684,C
800,Z mod X = C,constructive algorithms;math,1684,B
800,Digit Minimization,constructive algorithms;games;math;strings,1684,A
2700,MCMF?,data structures;flows;graphs;greedy;sortings;two pointers,1682,F
2700,Unordered Swaps,constructive algorithms;dfs and similar;graphs;greedy;math;sortings;trees,1682,E
2000,Circular Spanning Tree,constructive algorithms;implementation;trees,1682,D
1400,LIS or Reverse LIS?,constructive algorithms;greedy;implementation;math,1682,C
1100,AND Sorting,bitmasks;constructive algorithms;sortings,1682,B
800,Palindromic Indices,greedy;strings,1682,A
2300,Unique Occurrences,data structures;dfs and similar;divide and conquer;dp;dsu;trees,1681,F
2600,Labyrinth Adventures,data structures;dp;matrices;shortest paths,1681,E
1700,Required Length,brute force;dfs and similar;dp;hashing;shortest paths,1681,D
1200,Double Sort,implementation;sortings,1681,C
800,Card Trick,implementation;math,1681,B
800,Game with Cards,games;greedy,1681,A
2600,Lenient Vertex Cover,dfs and similar;divide and conquer;dsu;graphs;trees,1680,F
2000,Moving Chips,bitmasks;dp;greedy,1680,E
2400,Dog Walking,brute force;greedy;math,1680,D
1600,Binary String,binary search;greedy;strings;two pointers,1680,C
800,Robots,implementation,1680,B
800,Minimums and Maximums,brute force;math,1680,A
2600,Formalism for Formalism,bitmasks;dp;math,1679,F
2400,Typical Party in Dorm,bitmasks;combinatorics;dp;strings,1679,E
1900,Toss a Coin to Your Graph...,binary search;dfs and similar;dp;graphs,1679,D
1400,Rooks Defenders,data structures;implementation,1679,C
1200,Stone Age Problem,data structures;implementation,1679,B
900,AvtoBus,brute force;greedy;math;number theory,1679,A
1800,Tokitsukaze and Good 01-String (hard version),dp;greedy;implementation,1678,B2
800,Tokitsukaze and Good 01-String (easy version),implementation,1678,B1
800,Tokitsukaze and All Zero Sequence,implementation,1678,A
3500,Tokitsukaze and Gems,dp;math,1677,F
2900,Tokitsukaze and Beautiful Subsegments,data structures,1677,E
2500,Tokitsukaze and Permutations,dp;math,1677,D
1900,Tokitsukaze and Two Colorful Tapes,constructive algorithms;dfs and similar;graphs;greedy,1677,C
1700,Tokitsukaze and Meeting,data structures;implementation;math,1677,B
1600,Tokitsukaze and Strange Inequality,brute force;data structures;dp,1677,A
1500,Maximum Crossings (Hard Version),data structures;divide and conquer;sortings,1676,H2
1400,Maximum Crossings (Easy Version),brute force,1676,H1
1300,White-Black Balanced Subtrees,dfs and similar;dp;graphs;trees,1676,G
1300,Longest Strike,data structures;greedy;implementation;sortings;two pointers,1676,F
1100,Eating Queries,binary search;greedy;sortings,1676,E
1000,X-Sum,brute force;greedy;implementation,1676,D
800,Most Similar Words,brute force;greedy;implementation;implementation;math;strings,1676,C
800,Equal Candies,greedy;math;sortings,1676,B
800,Lucky?,implementation,1676,A
2300,Sorting Pancakes,dp,1675,G
1800,Vlad and Unfinished Business,dfs and similar;dp;greedy;trees,1675,F
1500,Replace With the Previous, Minimize,dsu;greedy;strings,1675,E
1300,Vertical Paths,graphs;implementation;trees,1675,D
1100,Detective Task,implementation,1675,C
900,Make It Increasing,greedy;implementation,1675,B
800,Food for Animals,greedy;math,1675,A
2000,Remove Directed Edges,dfs and similar;dp;graphs,1674,G
1800,Desktop Rearrangement,data structures;greedy;implementation,1674,F
2000,Breaking the Wall,binary search;brute force;constructive algorithms;greedy;math,1674,E
1200,A-B-C Sort,constructive algorithms;implementation;sortings,1674,D
1000,Infinite Replacement,combinatorics;implementation;strings,1674,C
800,Dictionary,combinatorics;math,1674,B
800,Number Transformation,constructive algorithms;math,1674,A
2400,Anti-Theft Road Planning,bitmasks;constructive algorithms;divide and conquer;greedy;interactive;math,1673,F
2500,Power or XOR?,bitmasks;combinatorics;math;number theory,1673,E
1900,Lost Arithmetic Progression,combinatorics;math;number theory,1673,D
1500,Palindrome Basis,brute force;dp;math;number theory,1673,C
1100,A Perfectly Balanced String?,brute force;greedy;strings,1673,B
800,Subtle Substring Subtraction,games;greedy;strings,1673,A
3000,PermutationForces,data structures;greedy,1672,I
2700,Zigu Zagu,constructive algorithms;data structures;greedy,1672,H
3200,Cross Xor,constructive algorithms;graphs;math;matrices,1672,G
2800,Checker for Array Shuffling,constructive algorithms;dfs and similar;graphs,1672,F2
2000,Array Shuffling,constructive algorithms;graphs;greedy,1672,F1
2200,notepad.exe,binary search;constructive algorithms;greedy;interactive,1672,E
1700,Cyclic Rotation,constructive algorithms;greedy;implementation;two pointers,1672,D
1100,Unequal Array,constructive algorithms;greedy;implementation,1672,C
800,I love AAAB,constructive algorithms;implementation,1672,B
800,Log Chopping,games;implementation;math,1672,A
2700,Permutation Counting,brute force;combinatorics;dp;fft;math,1671,F
2100,Preorder,combinatorics;divide and conquer;dp;dsu;hashing;sortings;trees,1671,E
1600,Insert a Progression,brute force;constructive algorithms;greedy,1671,D
1200,Dolce Vita,binary search;brute force;greedy;math,1671,C
1000,Consecutive Points Segment,brute force;math;sortings,1671,B
800,String Building,implementation,1671,A
2400,Jee, You See?,bitmasks;combinatorics;dp,1670,F
2200,Hemose on the Tree,bitmasks;constructive algorithms;dfs and similar;trees,1670,E
1700,Very Suspicious,binary search;brute force;geometry;greedy;implementation;math,1670,D
1400,Where is the Pizza?,data structures;dfs and similar;dsu;graphs;implementation;math,1670,C
1100,Dorms War,brute force;implementation;strings,1670,B
800,Prof. Slim,greedy;implementation;sortings,1670,A
1300,Maximal AND,bitmasks;greedy;math,1669,H
1200,Fall Down,dfs and similar;implementation,1669,G
1100,Eating Candies,binary search;data structures;greedy;two pointers,1669,F
1200,2-Letter Strings,data structures;math;strings,1669,E
1100,Colorful Stamp,implementation,1669,D
800,Odd/Even Increments,greedy;greedy;implementation;math,1669,C
800,Triple,implementation;sortings,1669,B
800,Division?,implementation,1669,A
900,Social Distance,greedy;math;sortings,1668,B
800,Direction Change,implementation;math,1668,A
3500,Yin Yang,implementation,1667,F
3000,Centroid Probabilities,combinatorics;dp;fft;math,1667,E
2900,Edge Elimination,constructive algorithms;dfs and similar;dp;trees,1667,D
2400,Half Queen Cover,constructive algorithms;math,1667,C
2100,Optimal Partition,data structures;dp,1667,B
1300,Make it Increasing,brute force;greedy;math,1667,A
1800,Labyrinth,dfs and similar;graphs,1666,L
3200,Kingdom Partition,flows,1666,K
2100,Job Lookup,constructive algorithms;dp;shortest paths;trees,1666,J
2200,Interactive Treasure Hunt,brute force;constructive algorithms;geometry;interactive;math,1666,I
3500,Heroes of Might,math,1666,H
3100,Global Warming,geometry;math,1666,G
2200,Fancy Stack,combinatorics;dp;implementation,1666,F
2500,Even Split,binary search;constructive algorithms;greedy;math,1666,E
900,Deletive Editing,greedy,1666,D
1800,Connect the Points,brute force;constructive algorithms;geometry,1666,C
3300,Budget Distribution,,1666,B
3300,Admissible Map,,1666,A
2500,MinimizOR,bitmasks;brute force;data structures;divide and conquer;greedy;implementation;two pointers,1665,E
2000,GCD Guess,bitmasks;chinese remainder theorem;constructive algorithms;games;interactive;math;number theory,1665,D
1600,Tree Infection,binary search;greedy;sortings;trees,1665,C
900,Array Cloning Technique,constructive algorithms;greedy;sortings,1665,B
800,GCD vs LCM,constructive algorithms;math,1665,A
,Cross-Language Program,*special;constructive algorithms,1663,H
,Six Characters,*special;constructive algorithms;strings,1663,G
,In Every Generation...,*special;strings,1663,F
,Are You Safe?,*special;implementation,1663,E
,Is it rated - 3,*special;combinatorics;dp;math,1663,D
,Pōja Verdon,*special;implementation;math,1663,C
,Mike's Sequence,*special;divide and conquer;implementation;math,1663,B
,Who Tested?,*special;expression parsing;trees,1663,A
,Circular Maze,brute force;dfs and similar;graphs;implementation,1662,O
,Drone Photo,combinatorics;math;sortings,1662,N
,Bottle Arrangements,constructive algorithms,1662,M
,Il Derby della Madonnina,data structures;dp;math,1662,L
,Pandemic Restrictions,geometry;ternary search,1662,K
,Training Camp,flows;graphs,1662,J
,Ice Cream Shop,brute force;implementation;sortings,1662,I
,Boundary,brute force;math,1662,H
,Gastronomic Event,dp;greedy;trees,1662,G
,Antennas,data structures;dfs and similar;graphs;graphs;implementation;implementation;shortest paths;shortest paths,1662,F
,Round Table,math,1662,E
,Evolution of Weasels,greedy;implementation;strings,1662,D
,European Trip,dp;graphs;math;matrices,1662,C
,Toys,greedy;strings,1662,B
,Organizing SWERC,brute force;implementation,1662,A
2600,Teleporters,binary search;greedy,1661,F
2500,Narrow Components,brute force;data structures;dp;dsu;math;trees,1661,E
1900,Progressions Covering,data structures;greedy,1661,D
1700,Water the Trees,binary search;greedy;math,1661,C
1300,Getting Zero,bitmasks;brute force;dfs and similar;dp;graphs;greedy;shortest paths,1661,B
800,Array Balancing,greedy;math,1661,A
2100,Promising String (hard version),data structures;implementation;math;strings,1660,F2
1700,Promising String (easy version),brute force;implementation;math;strings,1660,F1
1600,Matrix and Shifts,brute force;constructive algorithms;greedy;implementation,1660,E
1600,Maximum Product Strikes Back,brute force;implementation;math;two pointers,1660,D
1300,Get an Even String,dp;greedy;strings,1660,C
800,Vlad and Candies,math,1660,B
800,Vasya and Coins,greedy;math,1660,A
3000,Tree and Permutation Game,dfs and similar;games;graphs;trees,1659,F
2200,AND-MEX Walk,bitmasks;brute force;constructive algorithms;dfs and similar;dsu;graphs,1659,E
1900,Reverse Sort Sum,constructive algorithms;data structures;greedy;implementation;math;two pointers,1659,D
1500,Line Empire,binary search;brute force;dp;greedy;implementation;math,1659,C
1300,Bit Flipping,bitmasks;constructive algorithms;greedy;strings,1659,B
1000,Red Versus Blue,constructive algorithms;greedy;implementation;math,1659,A
2700,Juju and Binary String,brute force;constructive algorithms;greedy;math,1658,F
2500,Gojou and Matrix Game,data structures;dp;games;hashing;implementation;math;number theory;sortings,1658,E
2300,388535 (Hard Version),bitmasks;brute force;data structures;math,1658,D2
1600,388535 (Easy Version),bitmasks;math,1658,D1
1700,Shinju and the Lost Permutation,constructive algorithms;math,1658,C
800,Marin and Anti-coprime Permutation,combinatorics;math;number theory,1658,B
800,Marin and Photoshoot,constructive algorithms;implementation;math,1658,A
2600,Words on Tree,2-sat;dfs and similar;dsu;graphs;trees,1657,F
2200,Star MST,combinatorics;dp;graph matchings;math,1657,E
2000,For Gamers. By Gamers.,binary search;brute force;greedy;math;sortings,1657,D
1200,Bracket Sequence Deletion,greedy;implementation,1657,C
800,XY Sequence,greedy,1657,B
800,Integer Moves,brute force;math,1657,A
3500,Neighbour Ordering,constructive algorithms;graphs,1656,I
3200,Equal LCM Subsets,data structures;math;number theory,1656,H
3200,Cycle Palindrome,constructive algorithms;graphs;math,1656,G
2600,Parametric MST,binary search;constructive algorithms;graphs;greedy;math;sortings,1656,F
2200,Equal Tree Sums,constructive algorithms;dfs and similar;math;trees,1656,E
1900,K-good,constructive algorithms;math;number theory,1656,D
1200,Make Equal With Mod,constructive algorithms;math;number theory;sortings,1656,C
1100,Subtract Operation,data structures;greedy;math;two pointers,1656,B
800,Good Pairs,math;sortings,1656,A
3500,Three Minimums,combinatorics;constructive algorithms;divide and conquer;dp;fft;math,1654,H
2900,Snowy Mountain,data structures;dfs and similar;graphs;greedy;shortest paths;trees,1654,G
2800,Minimal String Xoration,bitmasks;data structures;divide and conquer;greedy;hashing;sortings;strings,1654,F
2300,Arithmetic Operations,brute force;data structures;graphs;math,1654,E
2100,Potion Brewing Class,dfs and similar;math;number theory;trees,1654,D
1400,Alice and the Cake,data structures;greedy;implementation;sortings,1654,C
800,Prefix Removals,strings,1654,B
800,Maximum Cake Tastiness,brute force;greedy;implementation;sortings,1654,A
3000,Tower Defense,binary search;brute force;data structures,1651,F
2600,Sum of Matchings,brute force;combinatorics;constructive algorithms;dfs and similar;graph matchings;greedy;math,1651,E
1900,Nearest Excluded Points,binary search;data structures;dfs and similar;graphs;shortest paths,1651,D
1500,Fault-tolerant Network,brute force;data structures;implementation,1651,C
800,Prove Him Wrong,constructive algorithms;greedy,1651,B
800,Playoff,implementation,1651,A
2100,Counting Shortcuts,data structures;dfs and similar;dp;graphs;shortest paths,1650,G
2200,Vitaly and Advanced Useless Algorithms,dp;greedy;implementation,1650,F
1900,Rescheduling the Exam,binary search;data structures;greedy;implementation;math;sortings,1650,E
1300,Twist the Permutation,brute force;constructive algorithms;implementation;math,1650,D
1200,Weight of the System of Nested Segments,greedy;hashing;implementation;sortings,1650,C
900,DIV + MOD,math,1650,B
800,Deletions of Two Adjacent Letters,implementation;strings,1650,A
1300,Game of Ball Passing,greedy;implementation,1649,B
800,Game,implementation,1649,A
3500,Two Avenues,data structures;dfs and similar;graphs,1648,F
3200,Air Reform,data structures;dfs and similar;divide and conquer;dsu;graphs;implementation;trees,1648,E
2800,Serious Business,data structures;divide and conquer;dp;implementation;shortest paths,1648,D
1900,Tyler and Strings,combinatorics;data structures;implementation,1648,C
1800,Integral Array,brute force;constructive algorithms;data structures;math,1648,B
1400,Weird Sum,combinatorics;data structures;geometry;math;matrices;sortings,1648,A
3100,Madoka and Laziness,dp;greedy,1647,F
2500,Madoka and the Sixth-graders,data structures;dfs and similar;greedy,1647,E
1900,Madoka and the Best School in Russia,constructive algorithms;dp;math;number theory,1647,D
1300,Madoka and Childish Pranks,constructive algorithms;greedy,1647,C
1200,Madoka and the Elegant Gift,brute force;constructive algorithms;graphs;implementation,1647,B
800,Madoka and Math Dad,implementation;math,1647,A
2900,Playing Around the Table,constructive algorithms;greedy;implementation,1646,F
2200,Power Board,brute force;dp;math;number theory,1646,E
2000,Weight the Tree,constructive algorithms;dfs and similar;dp;implementation;trees,1646,D
1500,Factorials and Powers of Two,bitmasks;brute force;constructive algorithms;dp;math,1646,C
800,Quality vs Quantity,brute force;constructive algorithms;greedy;sortings;two pointers,1646,B
800,Square Counting,math,1646,A
2900,Basis,combinatorics;fft;math;number theory,1644,F
1900,Expand the Path,brute force;combinatorics;data structures;implementation;math,1644,E
1700,Cross Coloring,data structures;implementation;math,1644,D
1400,Increase Subarray Sums,brute force;dp;greedy;implementation,1644,C
800,Anti-Fibonacci Permutation,brute force;constructive algorithms;implementation,1644,B
800,Doors and Keys,implementation,1644,A
900,Power Walking,greedy,1642,B
800,Hard Way,geometry,1642,A
3500,Covering Circle,geometry,1641,F
3300,Special Positions,combinatorics;divide and conquer;fft;math,1641,E
2700,Two Arrays,bitmasks;brute force;combinatorics;greedy;hashing;math;two pointers,1641,D
2200,Anonymity Is Important,binary search;brute force;data structures;dsu;greedy;sortings,1641,C
2000,Repetitions Decoding,constructive algorithms;implementation;sortings,1641,B
1200,Great Sequence,brute force;greedy;sortings,1641,A
,Treasure Hunt,graphs;interactive,1639,K
,Treasure Hunt,graphs;interactive,1639,J
,Treasure Hunt,graphs;interactive,1639,I
,Treasure Hunt,graphs;interactive,1639,H
,Treasure Hunt,graphs;interactive,1639,G
,Treasure Hunt,graphs;interactive,1639,F
,Treasure Hunt,graphs;interactive,1639,E
,Treasure Hunt,graphs;interactive,1639,D
,Treasure Hunt,graphs;interactive,1639,C
,Treasure Hunt,graphs;interactive,1639,B
,Treasure Hunt,graphs;interactive,1639,A
3200,Two Posters,brute force;data structures;greedy;two pointers,1638,F
2400,Colorful Operations,brute force;data structures;implementation,1638,E
2000,Big Brush,constructive algorithms;data structures;greedy;implementation,1638,D
1300,Inversion Graph,data structures;dsu;graphs;math,1638,C
1100,Odd Swap Sort,data structures;math;sortings,1638,B
800,Reverse,constructive algorithms;greedy;math,1638,A
3500,Minimize Inversions Number,data structures;greedy;math;sortings,1637,H
3000,Birthday,constructive algorithms;greedy;math,1637,G
2500,Towers,constructive algorithms;dfs and similar;dp;greedy;trees,1637,F
2100,Best Pair,binary search;brute force;implementation,1637,E
1800,Yet Another Minimization Problem,dp;greedy;math,1637,D
1200,Andrew and Stones,greedy;implementation,1637,C
1100,MEX and Array,brute force;dp;greedy;math,1637,B
800,Sorting Parts,brute force;sortings,1637,A
2800,Closest Pair ,data structures;greedy,1635,F
2200,Cars ,2-sat;constructive algorithms;dfs and similar;dsu;graphs;greedy;sortings,1635,E
1800,Infinite Set,bitmasks;dp;math;matrices;number theory;strings,1635,D
1200,Differential Sorting,constructive algorithms;greedy,1635,C
800,Avoid Local Maximums,greedy,1635,B
800,Min Or Sum,bitmasks;greedy,1635,A
2700,Fibonacci Additions,brute force;data structures;hashing;implementation;math,1634,F
2400,Fair Share,constructive algorithms;data structures;dfs and similar;graph matchings;graphs,1634,E
2000,Finding Zero,constructive algorithms;interactive;math,1634,D
1000,OKEA,constructive algorithms,1634,C
1400,Fortune Telling,bitmasks;math,1634,B
800,Reverse and Concatenate,greedy;strings,1634,A
2800,Perfect Matching,data structures;divide and conquer;interactive;trees,1633,F
2400,Spanning Tree Queries,binary search;data structures;dfs and similar;dsu;graphs;greedy;math;sortings;trees,1633,E
1600,Make Them Equal,dp;greedy,1633,D
1100,Kill the Monster,brute force;math,1633,C
800,Minority,greedy,1633,B
800,Div. 7,brute force,1633,A
2700,Distance Tree (hard version),binary search;dfs and similar;shortest paths;trees,1632,E2
2400,Distance Tree (easy version),binary search;data structures;dfs and similar;graphs;shortest paths;trees,1632,E1
2000,New Year Concert,binary search;data structures;greedy;math;number theory;two pointers,1632,D
1600,Strange Test,binary search;bitmasks;brute force;dp;math,1632,C
1000,Roof Construction,bitmasks;constructive algorithms,1632,B
800,ABC,implementation,1632,A
1100,Fun with Even Subarrays,dp;greedy,1631,B
800,Min Max Swap,greedy,1631,A
3400,Making It Bipartite,flows;graph matchings;graphs;number theory,1630,F
2900,Expected Components,combinatorics;math;number theory;probabilities,1630,E
2400,Flipping Range,constructive algorithms;dp;greedy;number theory,1630,D
2200,Paint the Middle,dp;greedy;sortings;two pointers,1630,C
1800,Range and Partition,binary search;constructive algorithms;data structures;greedy;two pointers,1630,B
1500,And Matching,bitmasks;constructive algorithms,1630,A
800,GCD Arrays,greedy;math;number theory,1629,B
800,Download More RAM,brute force;greedy;sortings,1629,A
3500,Spaceship Crisis Management,binary search;data structures;geometry;sortings,1628,F
3100,Groceries in Meteor Town,binary search;data structures;dsu;trees,1628,E
2400,Game on Sum (Hard Version),combinatorics;dp;games;math,1628,D2
2100,Game on Sum (Easy Version),combinatorics;dp;games;math,1628,D1
2300,Grid Xor,constructive algorithms;greedy;implementation;interactive;math,1628,C
1700,Peculiar Movie Preferences,greedy;strings,1628,B
1400,Meximum Array,binary search;constructive algorithms;greedy;implementation;math;two pointers,1628,A
2700,Not Splitting,geometry;graphs;greedy;implementation;shortest paths,1627,F
2200,Not Escaping,data structures;dp;implementation;shortest paths;two pointers,1627,E
1900,Not Adding,brute force;dp;math;number theory,1627,D
1400,Not Assigning,constructive algorithms;dfs and similar;number theory;trees,1627,C
1300,Not Sitting,games;greedy;sortings,1627,B
800,Not Shading,constructive algorithms;implementation,1627,A
2800,A Random Code Problem,combinatorics;dp;math;number theory;probabilities,1626,F
2400,Black and White Tree,dfs and similar;greedy;trees,1626,E
2100,Martial Arts Tournament,binary search;brute force;greedy;math,1626,D
1700,Monsters And Spells,binary search;data structures;dp;greedy;implementation;math;two pointers,1626,C
1100,Minor Reduction,greedy;strings,1626,B
800,Equidistant Letters,constructive algorithms;sortings,1626,A
2800,Cats on the Upgrade (hard version),binary search;data structures;dfs and similar;graphs;trees,1625,E2
2500,Cats on the Upgrade (easy version),brute force;data structures;dfs and similar;divide and conquer;dp;graphs;trees,1625,E1
2300,Binary Spiders,bitmasks;data structures;implementation;math;sortings;trees,1625,D
1700,Road Optimization,dp,1625,C
1100,Elementary Particles,brute force;greedy;sortings,1625,B
800,Ancient Civilization,bitmasks;greedy;math,1625,A
1900,MinOr Tree,bitmasks;dfs and similar;dsu;graphs;greedy,1624,G
2000,Interacdive Problem,binary search;constructive algorithms;interactive,1624,F
2000,Masha-forgetful,brute force;constructive algorithms;dp;hashing;implementation;strings,1624,E
1400,Palindromes Coloring,binary search;greedy;sortings;strings,1624,D
1100,Division by Two and Permutation,constructive algorithms;flows;graph matchings;greedy;math,1624,C
900,Make AP,implementation;math,1624,B
800,Plus One on the Subset,math,1624,A
2500,Middle Duplication,data structures;dfs and similar;greedy;strings;trees,1623,E
2300,Robot Cleaner Revisit,implementation;math;probabilities,1623,D
1600,Balanced Stone Heaps,binary search;greedy,1623,C
1100,Game on Ranges,brute force;dfs and similar;implementation;sortings,1623,B
800,Robot Cleaner,brute force;implementation;math,1623,A
2900,Quadratic Set,constructive algorithms;hashing;math;number theory,1622,F
2200,Math Test,bitmasks;brute force;greedy,1622,E
2000,Shuffle,combinatorics;math;two pointers,1622,D
1600,Set or Decrease,binary search;brute force;greedy;sortings,1622,C
1000,Berland Music,data structures;greedy;math;sortings,1622,B
800,Construct a Rectangle,geometry;math,1622,A
3500,Two Sequences,data structures;hashing;string suffix structures,1621,I
3500,Trains and Airplanes,dfs and similar;graphs;shortest paths;trees,1621,H
3200,Weighted Increasing Subsequences,data structures;dp;math,1621,G
2700,Strange Instructions,data structures;greedy;implementation,1621,F
2300,New School,binary search;data structures;dp;greedy;implementation;sortings,1621,E
2100,The Winter Hike,constructive algorithms;greedy;math,1621,D
1700,Hidden Permutations,dfs and similar;interactive;math,1621,C
1500,Integers Shop,data structures;greedy;implementation,1621,B
800,Stable Arrangement of Rooks,constructive algorithms,1621,A
2400,Subsequences Galore,bitmasks;combinatorics;dp,1620,G
2800,Bipartite Array,dp;greedy,1620,F
1900,Replace the Numbers,constructive algorithms;data structures;dsu;implementation,1620,E
2000,Exact Change,brute force;constructive algorithms;greedy,1620,D
1800,BA-String,brute force;dp;greedy;implementation;math,1620,C
1000,Triangles on a Rectangle,geometry;greedy;math,1620,B
800,Equal or Not Equal,constructive algorithms;dsu;implementation,1620,A
2400,Permutation and Queries,brute force;data structures;divide and conquer;two pointers,1619,H
2000,Unusual Minesweeper,binary search;dfs and similar;dsu;greedy;sortings,1619,G
2000,Let's Play the Hat?,brute force;constructive algorithms;greedy;math,1619,F
1700,MEX and Increments,constructive algorithms;data structures;dp;greedy;implementation;math;sortings,1619,E
1800,New Year's Problem,binary search;greedy;sortings,1619,D
1200,Wrong Addition,implementation,1619,C
800,Squares and Cubes,implementation;math,1619,B
800,Square String?,implementation;strings,1619,A
2200,Trader Problem,data structures;dsu;greedy;sortings,1618,G
2000,Reverse,bitmasks;constructive algorithms;dfs and similar;implementation;math;strings,1618,F
1700,Singers' Tour,constructive algorithms;math,1618,E
1300,Array and Operations,dp;greedy;math,1618,D
1100,Paint the Array,math,1618,C
800,Missing Bigram,implementation,1618,B
800,Polycarp and Sums of Subsequences,math;sortings,1618,A
2700,Christmas Chocolates,dfs and similar;dp;games;graphs;implementation;math;number theory;shortest paths;trees,1617,E
2400,Too Many Impostors (hard version),constructive algorithms;implementation;interactive;math,1617,D2
1800,Too Many Impostors (easy version),constructive algorithms;implementation;interactive,1617,D1
1300,Paprika and Permutation,binary search;greedy;math;sortings,1617,C
900,GCD Problem,brute force;constructive algorithms;math;number theory,1617,B
800,Forbidden Subsequence,constructive algorithms;greedy;sortings;strings,1617,A
3000,Keep XOR Low,bitmasks;combinatorics;data structures;divide and conquer;dp;math,1616,H
3500,Just Add an Edge,dfs and similar;dp;graphs,1616,G
2900,Tricolor Triangles,brute force;graphs;math;matrices,1616,F
2200,Lexicographically Small Enough,brute force;data structures;greedy;strings,1616,E
2000,Keep the Average High,dp;greedy;math,1616,D
1500,Representative Edges,brute force;geometry;implementation;math,1616,C
1100,Mirror in the String,greedy;strings,1616,B
800,Integer Diversity,implementation,1616,A
3000,Reindeer Games,binary search;constructive algorithms;data structures;divide and conquer;flows;graphs;shortest paths,1615,H
3300,Maximum Adjacent Pairs,constructive algorithms;graph matchings,1615,G
2800,LEGOndary Grandmaster,combinatorics;dp;math,1615,F
2400,Purple Crayon,data structures;dfs and similar;games;graphs;greedy;math;sortings;trees,1615,E
2200,X(or)-mas Tree,bitmasks;dfs and similar;dsu;graphs;trees,1615,D
1600,Menorah,brute force;graphs;greedy;math,1615,C
1300,And It's Non-Zero,bitmasks;greedy;math,1615,B
800,Closing The Gap,greedy;math,1615,A
2600,Divan and a Cottage,binary search;data structures,1614,E
2300,Divan and Kostomuksha (hard version),dp;number theory,1614,D2
2100,Divan and Kostomuksha (easy version),dp;number theory,1614,D1
1500,Divan and bitwise operations,bitmasks;combinatorics;constructive algorithms;dp;math,1614,C
1000,Divan and a New Project ,constructive algorithms;sortings,1614,B
800,Divan and a Store,brute force;constructive algorithms;greedy,1614,A
2600,Tree Coloring,combinatorics;divide and conquer;fft,1613,F
2000,Crazy Robot,dfs and similar;graphs,1613,E
1900,MEX Sequences,dp;math,1613,D
1200,Poisoned Dagger,binary search,1613,C
1000,Absent Remainder,greedy;implementation;sortings,1613,B
900,Long Comparison,implementation;math,1613,A
2500,Max Sum Array,combinatorics;constructive algorithms;greedy;sortings,1612,G
2800,Armor and Weapons,brute force;dp;greedy;shortest paths,1612,F
2000,Messages,brute force;dp;greedy;probabilities;sortings,1612,E
1600,X-Magic Pair,math;number theory,1612,D
1300,Chat Ban,binary search;math,1612,C
900,Special Permutation,constructive algorithms;greedy,1612,B
800,Distance,brute force;constructive algorithms,1612,A
2500,Robot and Candies,data structures;graph matchings;greedy,1611,G
1800,ATM and Students,binary search;data structures;two pointers,1611,F
1900,Escape The Maze (hard version),dfs and similar;dp;greedy;shortest paths;trees,1611,E2
1700,Escape The Maze (easy version),dfs and similar;greedy;shortest paths;trees;two pointers,1611,E1
1500,Weights Assignment For Tree Edges,constructive algorithms;trees,1611,D
1000,Polycarp Recovers the Permutation,constructive algorithms,1611,C
800,Team Composition: Programmers and Mathematicians,binary search;constructive algorithms;math,1611,B
800,Make Even,constructive algorithms;math,1611,A
3100,Mashtali vs AtCoder,games;trees,1610,I
3100,Squid Game,data structures;dfs and similar;greedy;trees,1610,H
3300,AmShZ Wins a Bet,data structures;greedy;hashing,1610,G
3000,Mashtali: a Space Oddysey,constructive algorithms;dfs and similar;graphs,1610,F
2300,AmShZ and G.O.A.T.,binary search;brute force;greedy;implementation;math,1610,E
2000,Not Quite Lee,combinatorics;dp;math;number theory,1610,D
1600,Keshi Is Throwing a Party,binary search;greedy,1610,C
1100,Kalindrome Array,greedy;two pointers,1610,B
