Rating,Problem Name,Tags,ContestID,Index
1400,Powers Of Two,bitmasks;greedy,1095,C
900,Array Stabilization,implementation,1095,B
800,Repeating Cipher,implementation,1095,A
2300,Multidimensional Queries,bitmasks;data structures,1093,G
2400,Vasya and Array,dp,1093,F
2400,Intersection of Permutations,data structures,1093,E
1700,Beautiful Graph,dfs and similar;graphs,1093,D
1300,Mishka and the Last Exam,greedy,1093,C
900,Letters Rearranging,constructive algorithms;greedy;sortings;strings,1093,B
800,Dice Rolling,math,1093,A
1900,Tree with Maximum Cost,dfs and similar;dp;trees,1092,F
2000,Minimal Diameter Forest,constructive algorithms;dfs and similar;greedy;trees,1092,E
2200,Great Vova Wall (Version 2),data structures;implementation,1092,D2
2200,Great Vova Wall (Version 1),greedy;implementation;math,1092,D1
1700,Prefixes and Suffixes,strings,1092,C
800,Teams Forming,sortings,1092,B
800,Uniform String,implementation,1092,A
3200,New Year and the Tricolore Recreation,games,1091,H
3200,New Year and the Factorisation Collaboration,interactive;math;number theory,1091,G
2600,New Year and the Mallard Expedition,constructive algorithms;greedy,1091,F
2400,New Year and the Acquaintance Estimation,binary search;data structures;graphs;greedy;implementation;math;sortings,1091,E
1700,New Year and the Permutation Concatenation,combinatorics;dp;math,1091,D
1400,New Year and the Sphere Transmission,math;number theory,1091,C
1200,New Year and the Treasure Geolocation,brute force;constructive algorithms;greedy;implementation,1091,B
800,New Year and the Christmas Ornament,brute force;implementation;math,1091,A
1000,The Pleasant Walk,implementation,1090,M
2000,Berland University,greedy;math,1090,L
2000,Right Expansion Of The Mind,math,1090,K
2600,Two Prefixes,strings,1090,J
2000,Minimal Product,,1090,I
2900,Linearization,graphs,1090,H
2500,Combostone,games;implementation,1090,G
2600,How to Learn You Score,constructive algorithms;interactive,1090,F
2300,Horseback Riding,flows;graphs,1090,E
1800,Similar Arrays,constructive algorithms,1090,D
2400,New Year Presents,constructive algorithms;data structures,1090,C
1900,LaTeX Expert,,1090,B
1300,Company Merging,greedy,1090,A
2400,Minegraphed,constructive algorithms;graphs,1089,M
900,Lazyland,,1089,L
2400,King Kog's Reception,data structures,1089,K
3200,JS Minification,greedy;implementation,1089,J
2600,Interval-Free Permutations,combinatorics,1089,I
3400,Harder Satisfiability,2-sat;dfs and similar;graphs,1089,H
1500,Guest Student,math,1089,G
1900,Fractions,math,1089,F
1700,Easy Chess,constructive algorithms,1089,E
3100,Distance Sum,graphs,1089,D
2500,Cactus Search,interactive,1089,C
3200,Bimatching,graphs,1089,B
2200,Alice the Fan,dp,1089,A
2800,Ehab and a weird weight formula,data structures;trees,1088,F
2400,Ehab and a component choosing problem,dp;greedy;math;trees,1088,E
2000,Ehab and another another xor problem,bitmasks;constructive algorithms;implementation;interactive,1088,D
1400,Ehab and a 2-operation task,constructive algorithms;greedy;math,1088,C
1000,Ehab and subtraction,implementation;sortings,1088,B
800,Ehab and another construction problem,brute force;constructive algorithms,1088,A
3500,Forest Fires,math,1086,F
2900,Beautiful Matrix,combinatorics;data structures;dp,1085,G
2500,Rock-Paper-Scissors Champion,,1085,F
2300,Vasya and Templates,greedy;implementation;strings,1085,E
1700,Minimum Diameter Tree,constructive algorithms;implementation;trees,1085,D
1600,Connect Three,implementation;math,1085,C
1100,Div Times Mod,math,1085,B
800,Right-Left Cipher,implementation;strings,1085,A
1500,The Fair Nut and String,combinatorics;dp;implementation,1084,C
1200,Kvass and the Fair Nut,greedy;implementation,1084,B
1000,The Fair Nut and Elevator,brute force;implementation,1084,A
3300,The Fair Nut and Amusing Xor,data structures,1083,F
2400,The Fair Nut and Rectangles,data structures;dp;geometry,1083,E
3500,The Fair Nut's getting crazy,data structures;implementation,1083,D
2900,Max Mex,data structures;trees,1083,C
2000,The Fair Nut and Strings,greedy;strings,1083,B
1800,The Fair Nut and the Best Path,data structures;dp;trees,1083,A
2400,Petya and Graph,flows;graphs,1082,G
2800,Speed Dial,dp;strings;trees,1082,F
2000,Increasing Frequency,binary search;dp;greedy,1082,E
1800,Maximum Diameter Graph,constructive algorithms;graphs;implementation,1082,D
1600,Multi-Subject Competition,greedy;sortings,1082,C
1600,Vova and Trophies,greedy,1082,B
1200,Vasya and Book,implementation;math,1082,A
3500,Palindromic Magic,data structures;hashing;strings,1081,H
3200,Mergesort Strikes Back,math;probabilities,1081,G
2600,Tricky Interactor,constructive algorithms;implementation;interactive,1081,F
1900,Missing Numbers,binary search;constructive algorithms;greedy;math;number theory,1081,E
1800,Maximum Distance,dsu;graphs;shortest paths;sortings,1081,D
1500,Colorful Bricks,combinatorics;dp;math,1081,C
1500,Farewell Party,constructive algorithms;implementation,1081,B
800,Definite Game,constructive algorithms;math,1081,A
2400,Katya and Segments Sets,data structures;interactive;sortings,1080,F
2400,Sonya and Matrix Beauty,strings,1080,E
2000,Olya and magical square,constructive algorithms;implementation;math,1080,D
1500,Masha and two friends,implementation,1080,C
900,Margarite and the best present,math,1080,B
800,Petya and Origami,math,1080,A
3400,Negative Time Summation,constructive algorithms,1078,E
2100,Pictures with Kittens (hard version),data structures;dp,1077,F2
1900,Pictures with Kittens (easy version),dp,1077,F1
1800,Thematic Contests,greedy;sortings,1077,E
1600,Cutting Out,binary search;sortings,1077,D
1300,Good Array,,1077,C
1000,Disturbed People,greedy,1077,B
800,Frog Jumping,math,1077,A
3000,Array Game,data structures;games,1076,G
2500,Summer Practice Report,dp;greedy,1076,F
1900,Vasya and a Tree,data structures;trees,1076,E
1800,Edge Deletion,graphs;greedy;shortest paths,1076,D
1300,Meme Problem,binary search;math,1076,C
1200,Divisor Subtraction,implementation;math;number theory,1076,B
1200,Minimizing the String,greedy;strings,1076,A
1200,Taxi drivers and Lyft,implementation;sortings,1075,B
800,The King's Race,implementation;math,1075,A
2600,Yet Another LCP Problem,data structures;string suffix structures,1073,G
2500,Choosing Two Paths,dfs and similar;dp;greedy;trees,1073,F
2300,Segment Sum,bitmasks;combinatorics;dp;math,1073,E
1700,Berland Fair,binary search;brute force;data structures;greedy,1073,D
1800,Vasya and Robot,binary search;two pointers,1073,C
1000,Vasya and Books,implementation;math,1073,B
1000,Diverse Substring,implementation;strings,1073,A
3500,Rain Protection,binary search;geometry,1071,E
3000,Algoland and Berland,constructive algorithms;divide and conquer;geometry,1070,M
2600,Odd Federalization,constructive algorithms,1070,L
1100,Video Posts,implementation,1070,K
2300,Streets and Avenues in Berhattan,dp,1070,J
2400,Privatization of Roads in Berland,flows;graph matchings;graphs,1070,I
1500,BerOS File Suggestion,brute force;implementation,1070,H
2300,Monsters and Potions,brute force;dp;greedy;implementation,1070,G
1500,Debate,greedy,1070,F
2100,Getting Deals Done,binary search;data structures,1070,E
1300,Garbage Disposal,greedy,1070,D
2000,Cloud Computing,data structures;greedy,1070,C
2400,Berkomnadzor,data structures;greedy,1070,B
2200,Find a Number,dp;graphs;number theory;shortest paths,1070,A
1700,Colored Rooks,constructive algorithms;graphs,1068,C
1200,LCM,math;number theory,1068,B
1400,Birthday,math,1068,A
2800,Random Forest Rank,dp;graph matchings;math;trees,1067,E
3100,Computer Game,dp;greedy;math;probabilities,1067,D
2600,Knights,constructive algorithms,1067,C
1800,Multihedgehog,dfs and similar;graphs;shortest paths,1067,B
1900,Array Without Local Maximums ,dp,1067,A
2100,Yet another 2D Walking,dp,1066,F
1700,Binary Numbers AND Sum,data structures;implementation;math,1066,E
1800,Boxes Packing,binary search;implementation,1066,D
1400,Books Queries,implementation,1066,C
1500,Heaters,greedy;two pointers,1066,B
1100,Vova and Train,math,1066,A
2700,Fibonacci Suffix,strings,1065,G
2500,Up and Down the Tree,dfs and similar;dp;trees,1065,F
2300,Side Transmutations,combinatorics;strings,1065,E
2200,Three Pieces,dfs and similar;dp;shortest paths,1065,D
1600,Make It Equal,greedy,1065,C
1300,Vasya and Isolated Vertices,constructive algorithms;graphs,1065,B
800,Vasya and Chocolate,implementation;math,1065,A
1200,Equations of Mathematical Magic,math,1064,B
800,Make a triangle!,brute force;geometry;math,1064,A
3300,String Journey,data structures;dp;string suffix structures,1063,F
3000,Lasers and Mirrors,constructive algorithms;math,1063,E
2600,Candies for Children,brute force;math,1063,D
1900,Dwarves, Hats and Extrasensory Abilities,binary search;constructive algorithms;geometry;interactive,1063,C
1800,Labyrinth,graphs;shortest paths,1063,B
1300,Oh Those Palindromes,constructive algorithms;strings,1063,A
2900,Upgrading Cities,dfs and similar;graphs,1062,F
2300,Company,binary search;data structures;dfs and similar;greedy;trees,1062,E
1800,Fun with Integers,dfs and similar;graphs;implementation;math,1062,D
1600,Banh-mi,greedy;implementation;math,1062,C
1500,Math,greedy;math;number theory,1062,B
1300,A Prank,greedy;implementation,1062,A
2400,Lost Root,interactive;probabilities,1061,F
2600,Politics,flows;graphs,1061,E
2000,TV Shows,data structures;greedy;implementation;sortings,1061,D
1700,Multiplicity,data structures;dp;implementation;math;number theory,1061,C
1400,Views Matter,greedy;implementation;sortings,1061,B
800,Coins,greedy;implementation;math,1061,A
3300,Sophisticated Device,constructive algorithms,1060,H
3400,Balls and Pockets,data structures,1060,G
2900,Shrinking Tree,combinatorics;dp,1060,F
2000,Sergey and Subway,dfs and similar;dp;trees,1060,E
1900,Social Circles,greedy;math,1060,D
1600,Maximum Subrectangle,binary search;implementation;two pointers,1060,C
1100,Maximum Sum of Digits,greedy,1060,B
800,Phone Numbers,brute force,1060,A
2400,Split the Tree,binary search;data structures;dp;greedy;trees,1059,E
2200,Nature Reserve,binary search;geometry;ternary search,1059,D
1600,Sequence Transformation,constructive algorithms;math,1059,C
1300,Forgery,implementation,1059,B
1000,Cashier,implementation,1059,A
2000,Tanya and Colored Candies,*special;dp,1057,C
1400,DDoS,*special;brute force,1057,B
900,Bmail Computer Network,*special;dfs and similar;trees,1057,A
3200,Detect Robots,data structures;strings,1056,H
2900,Take Metro,brute force;data structures;graphs,1056,G
2500,Write The Contest,binary search;dp;math,1056,F
2100,Check Transcription,brute force;data structures;hashing;strings,1056,E
1600,Decorate Apple Tree,constructive algorithms;dfs and similar;dp;graphs;greedy;sortings;trees,1056,D
1700,Pick Heroes,greedy;implementation;interactive;sortings,1056,C
1600,Divide Candies,math;number theory,1056,B
800,Determine Line,implementation,1056,A
3500,Jellyfish Nightmare,,1055,G
2900,Tree and XOR,strings;trees,1055,F
2500,Segments on the Line,binary search;dp,1055,E
2400,Refactoring,greedy;implementation;strings,1055,D
1900,Lucky Days,math;number theory,1055,C
1300,Alice and Hairdresser,dsu;implementation,1055,B
900,Metro,graphs,1055,A
3500,Epic Convolution,chinese remainder theorem;fft;math;number theory,1054,H
3300,New Road Network,constructive algorithms;greedy;math,1054,G
2700,Electric Scheme,flows;graph matchings,1054,F
2400,Chips Puzzle,constructive algorithms;implementation;math,1054,E
1900,Changing Array,greedy;implementation,1054,D
1500,Candies Distribution,constructive algorithms;implementation,1054,C
1000,Appending Mex,implementation,1054,B
800,Elevator or Stairs?,implementation,1054,A
3500,Euler tour,constructive algorithms;trees,1053,E
2900,Distinctification,data structures;dsu;greedy,1051,G
2400,The Shortest Statement,graphs;shortest paths;trees,1051,F
2600,Vasya and Big Integers,binary search;data structures;dp;hashing;strings,1051,E
1700,Bicolorings,bitmasks;dp,1051,D
1500,Vasya and Multisets,brute force;dp;greedy;implementation;math,1051,C
1000,Relatively Prime Pairs,greedy;math;number theory,1051,B
1200,Vasya And Password,greedy;implementation;strings,1051,A
900,Cover Points,geometry;math,1047,B
800,Little C Loves 3 I,math,1047,A
2300,Say Hello,geometry,1046,I
1400,Splitting money,implementation,1046,F
1400,Space Formula,greedy,1046,C
2600,Moonwalk challenge,data structures;strings;trees,1045,J
1600,Palindrome Pairs,hashing;strings,1045,I
2400,Self-exploration,math,1045,H
2200,AI robots,data structures,1045,G
3400,Shady Lady,geometry;math,1045,F
3200,Ancient civilizations,constructive algorithms;geometry,1045,E
2200,Interstellar battle,math;probabilities;trees,1045,D
2300,Hyperspace Highways,dfs and similar;graphs;trees,1045,C
2400,Space Isaac,hashing;number theory,1045,B
2500,Last chance,data structures;flows;graph matchings;graphs;trees,1045,A
2700,DFS,data structures,1044,F
3100,Grid Sort,implementation,1044,E
2400,Deduction Queries,data structures;dsu,1044,D
2100,Optimal Polygon Perimeter,dp;geometry,1044,C
1900,Intersecting Subtrees,dfs and similar;interactive;trees,1044,B
1700,The Tower is Going Home,binary search;two pointers,1044,A
3500,Speckled Band,data structures;divide and conquer;hashing;string suffix structures;strings,1043,G
2500,Make It One,bitmasks;combinatorics;dp;math;number theory;shortest paths,1043,F
1900,Train Hard, Win Easy,constructive algorithms;greedy;math;sortings,1043,E
1700,Mysterious Crime,brute force;combinatorics;math;meet-in-the-middle;two pointers,1043,D
1500,Smallest Word,constructive algorithms;greedy;implementation,1043,C
1200,Lost Array,implementation,1043,B
800,Elections,implementation;math,1043,A
2400,Leaf Sets,data structures;dfs and similar;dsu;graphs;greedy;sortings;trees,1042,F
2300,Vasya and Magic Matrix,dp;math;probabilities,1042,E
1800,Petya and Array,data structures;divide and conquer;two pointers,1042,D
1700,Array Product,constructive algorithms;greedy;math,1042,C
1200,Vitamins,bitmasks;brute force;dp;implementation,1042,B
1100,Benches,binary search;implementation,1042,A
2500,Ray in the tube,data structures;divide and conquer;dp;math,1041,F
1900,Tree Reconstruction,constructive algorithms;data structures;graphs;greedy,1041,E
1700,Glider,binary search;data structures;two pointers,1041,D
1600,Coffee Break,binary search;data structures;greedy;two pointers,1041,C
1000,Buying a TV Set,math,1041,B
800,Heist,greedy;implementation;sortings,1041,A
1300,Shashlik Cooking,dp;greedy;math,1040,B
1000,Palindrome Dance,greedy,1040,A
3400,Summer Oenothera Exhibition,data structures,1039,E
2800,You Are Given a Tree,data structures;dp;trees,1039,D
2200,Network Safety,dfs and similar;dsu;graphs;math;sortings,1039,C
2100,Subway Pursuit,binary search;interactive;probabilities,1039,B
2300,Timetable,constructive algorithms;data structures;greedy;math,1039,A
2900,Wrap Around,dp;strings,1038,F
2400,Maximum Matching,bitmasks;brute force;dfs and similar;dp;graphs,1038,E
1800,Slime,dp;greedy;implementation,1038,D
1300,Gambling,greedy;sortings,1038,C
1100,Non-Coprime Partition,constructive algorithms;math,1038,B
800,Equality,implementation;strings,1038,A
3200,Security,data structures;string suffix structures,1037,H
3200,A Game on Strings,games,1037,G
2500,Maximum Reduction,combinatorics;data structures;math,1037,F
2200,Trips,graphs,1037,E
1700,Valid BFS?,dfs and similar;graphs;shortest paths;trees,1037,D
1300,Equalize,dp;greedy;strings,1037,C
1300,Reach Median,greedy,1037,B
1300,Packets,constructive algorithms;greedy;math,1037,A
2700,Sources and Sinks,bitmasks;brute force;dfs and similar,1036,G
2400,Relatively Prime Powers,combinatorics;math;number theory,1036,F
2400,Covered Points,fft;geometry;number theory,1036,E
1600,Vasya and Arrays,greedy;two pointers,1036,D
1900,Classy Numbers,combinatorics;dp,1036,C
1600,Diagonal Walking v.2,math,1036,B
1000,Function Height,math,1036,A
3200,Little C Loves 3 III,bitmasks;dp;math,1034,E
3500,Intervals of Intervals,binary search;data structures;two pointers,1034,D
2700,Region Separation,combinatorics;dp;number theory;trees,1034,C
2200,Little C Loves 3 II,brute force;constructive algorithms;flows;graph matchings,1034,B
1800,Enlarge GCD,number theory,1034,A
3500,Chip Game,games,1033,G
2800,Boolean Computer,bitmasks;brute force;fft;math,1033,F
2800,Hidden Bipartite Graph,binary search;constructive algorithms;dfs and similar;graphs;interactive,1033,E
2000,Divisors,interactive;math;number theory,1033,D
1600,Permutation Game,brute force;dp;games,1033,C
1100,Square Difference,math;number theory,1033,B
1000,King Escape,dfs and similar;graphs;implementation,1033,A
2900,Chattering,,1032,G
2400,Vasya and Maximum Matching,dp;trees,1032,F
2100,The Unbearable Lightness of Weights,dp;math,1032,E
1900,Barcelonian Distance,geometry;implementation,1032,D
1700,Playing Piano,constructive algorithms;dp,1032,C
1200,Personalized Cup,,1032,B
900,Kitchen Utensils,,1032,A
2800,Familiar Operations,brute force;graphs;math,1031,F
2600,Triple Flips,constructive algorithms,1031,E
1900,Minimum path,greedy,1031,D
1600,Cram Time,greedy,1031,C
1500,Curiosity Has No Limits,,1031,B
800,Golden Plate,implementation;math,1031,A
2900,Linear Congruential Generator,number theory,1030,G
2500,Putting Boxes Together,data structures,1030,F
2000,Vasya and Good Sequences,bitmasks;dp,1030,E
1800,Vasya and Triangle,geometry;number theory,1030,D
1300,Vasya and Golden Ticket,implementation,1030,C
1100,Vasya and Cornfield,geometry,1030,B
800,In Search of an Easy Problem,implementation,1030,A
2000,Multicolored Markers,binary search;brute force;math;number theory,1029,F
2100,Tree with Small Distances,dp;graphs;greedy,1029,E
1900,Concatenated Multiples,implementation;math,1029,D
1600,Maximal Intersection,greedy;math;sortings,1029,C
1200,Creating the Contest,dp;greedy;math,1029,B
1300,Many Equal Substrings,implementation;strings,1029,A
2900,Make Square,math,1028,H
3000,Guess the number,dp;interactive,1028,G
2900,Make Symmetrical,brute force,1028,F
2400,Restore Array,constructive algorithms,1028,E
2100,Order book,combinatorics;data structures;greedy,1028,D
1600,Rectangles,geometry;implementation;sortings,1028,C
1200,Unnatural Conditions,constructive algorithms;math,1028,B
800,Find Square,implementation,1028,A
2600,X-mouse in the Campus,bitmasks;math;number theory,1027,G
2400,Session in BSU,binary search;dfs and similar;dsu;graph matchings;graphs,1027,F
2100,Inverse Coloring,combinatorics;dp;math,1027,E
1700,Mouse Hunt,dfs and similar;graphs,1027,D
1600,Minimum Value Rectangle,greedy,1027,C
1200,Numbers on the Chessboard,implementation;math,1027,B
1000,Palindromic Twist,implementation;strings,1027,A
3200,Company Acquisitions,constructive algorithms;math,1025,G
2700,Disjoint Triangles,geometry,1025,F
2700,Colored Cubes,constructive algorithms;implementation;matrices,1025,E
2100,Recovering BST,brute force;dp;math;number theory;trees,1025,D
1600,Plasticine zebra,constructive algorithms;implementation,1025,C
1600,Weakened Common Divisor,brute force;greedy;number theory,1025,B
900,Doggo Recoloring,implementation;sortings,1025,A
3400,Pisces,data structures;flows;trees,1023,G
2600,Mobile Phone Network,dfs and similar;dsu;graphs;trees,1023,F
2100,Down or Right,constructive algorithms;interactive;matrices,1023,E
1700,Array Restoration,constructive algorithms;data structures,1023,D
1200,Bracket Subsequence,greedy,1023,C
1000,Pair of Toys,math,1023,B
1200,Single Wildcard Pattern Matching,brute force;implementation;strings,1023,A
1000,Badge,brute force;dfs and similar;graphs,1020,B
1000,New Building for SIS,math,1020,A
3200,Raining season,data structures;divide and conquer;trees,1019,E
2700,Large Triangle,binary search;geometry;sortings,1019,D
3000,Sergey's problem,constructive algorithms;graphs,1019,C
2000,The hat,binary search;interactive,1019,B
1700,Elections,brute force;greedy,1019,A
3300,The Films,brute force,1017,H
3200,The Tree,data structures,1017,G
2500,The Neutral Zone,brute force;math,1017,F
2400,The Supersonic Rocket,geometry;hashing;strings,1017,E
1900,The Wu,bitmasks;brute force;data structures,1017,D
1600,The Phone Number,constructive algorithms;greedy,1017,C
1200,The Bits,implementation;math,1017,B
800,The Rank,implementation,1017,A
2700,Appropriate Team,bitmasks;math;number theory,1016,G
2600,Road Projects,dfs and similar;dp;trees,1016,F
2400,Rest In The Shades,binary search;geometry,1016,E
1800,Vasya And The Matrix,constructive algorithms;flows;math,1016,D
1800,Vasya And The Mushrooms,dp;implementation,1016,C
1300,Segment Occurrences,brute force;implementation,1016,B
900,Death Note,greedy;implementation;math,1016,A
2300,Bracket Substring,dp;strings,1015,F
1900,Stars Drawing (Hard Edition),binary search;dp;greedy,1015,E2
1700,Stars Drawing (Easy Edition),brute force;dp;greedy,1015,E1
1600,Walking Between Houses,constructive algorithms;greedy,1015,D
1100,Songs Compression,sortings,1015,C
1200,Obtaining the String,implementation,1015,B
800,Points in Segments,implementation,1015,A
1200,And,greedy,1013,B
800,Piles With Stones,math,1013,A
3400,Passports,dp;implementation,1012,F
3100,Cycle sort,dsu;math,1012,E
2800,AB-Strings,constructive algorithms;strings,1012,D
1900,Hills,dp,1012,C
1900,Chemical table,constructive algorithms;dfs and similar;dsu;graphs;matrices,1012,B
1500,Photo of The Sky,brute force;implementation;math;sortings,1012,A
1200,Planning The Expedition,binary search;brute force;implementation,1011,B
900,Stages,greedy;implementation;sortings,1011,A
3400,Tree,fft;graphs;trees,1010,F
2700,Store,data structures,1010,E
2000,Mars rover,dfs and similar;graphs;implementation;trees,1010,D
1800,Border,number theory,1010,C
1800,Rocket,binary search;interactive,1010,B
1500,Fly,binary search;math,1010,A
2400,Allowed Letters,bitmasks;flows;graph matchings;graphs;greedy,1009,G
2300,Dominant Indices,data structures;dsu;trees,1009,F
2000,Intercity Travelling,combinatorics;math;probabilities,1009,E
1700,Relatively Prime Graph,brute force;constructive algorithms;graphs;greedy;math,1009,D
1700,Annoying Present,greedy;math,1009,C
1400,Minimum Ternary String,greedy;implementation,1009,B
800,Game Shopping,implementation,1009,A
1000,Turn the Rectangles,greedy;sortings,1008,B
900,Romaji,implementation;strings,1008,A
3400,Mini Metro,dp,1007,E
3200,Ants,2-sat;data structures;trees,1007,D
3000,Guess two numbers,binary search;interactive,1007,C
2400,Pave the Parallelepiped,bitmasks;brute force;combinatorics;math;number theory,1007,B
1300,Reorder the Array,combinatorics;data structures;math;sortings;two pointers,1007,A
2100,Xor-Paths,bitmasks;brute force;dp;meet-in-the-middle,1006,F
1600,Military Problem,dfs and similar;graphs;trees,1006,E
1700,Two Strings Swaps,implementation,1006,D
1200,Three Parts of the Array,binary search;data structures;two pointers,1006,C
1200,Polycarp's Practice,greedy;implementation;sortings,1006,B
800,Adjacent Replacements,implementation,1006,A
2100,Berland and the Shortest Paths,brute force;dfs and similar;graphs;shortest paths,1005,F
2400,Median on Segments (General Case Edition),sortings,1005,E2
1800,Median on Segments (Permutations Edition),sortings,1005,E1
1500,Polycarp and Div 3,dp;greedy;number theory,1005,D
1300,Summarize to the Power of Two,brute force;greedy;implementation,1005,C
900,Delete from the Left,brute force;implementation;strings,1005,B
800,Tanya and Stairways,implementation,1005,A
2600,Sonya and Bitwise OR,bitmasks;data structures;divide and conquer,1004,F
2400,Sonya and Ice Cream,binary search;data structures;dp;greedy;shortest paths;trees,1004,E
2300,Sonya and Matrix,brute force;constructive algorithms;implementation,1004,D
1400,Sonya and Robots,constructive algorithms;implementation,1004,C
1300,Sonya and Exhibition,constructive algorithms;greedy;implementation;math,1004,B
900,Sonya and Hotels,implementation,1004,A
2200,Abbreviation,dp;hashing;strings,1003,F
2100,Tree Constructing,constructive algorithms;graphs,1003,E
1600,Coins and Queries,greedy,1003,D
1300,Intense Heat,brute force;implementation;math,1003,C
1300,Binary String Constructing,constructive algorithms,1003,B
800,Polycarp's Pockets,implementation,1003,A
1900,Another array reconstruction algorithm,,1002,E2
1500,Bernstein-Vazirani algorithm,,1002,E1
1600,Oracle for majority function,,1002,D3
1300,Oracle for f(x) = b * x + (1 - b) * (1 - x) mod 2,,1002,D2
1200,Oracle for f(x) = b * x mod 2,,1002,D1
1800,Distinguish zero state and plus state without errors,,1002,C2
1700,Distinguish zero state and plus state with minimum error,,1002,C1
1700,Distinguish four 2-qubit states - 2,,1002,B4
1600,Distinguish four 2-qubit states,,1002,B3
1600,Distinguish GHZ state and W state,,1002,B2
1300,Distinguish zero state and W state,,1002,B1
1900,Generate W state,,1002,A4
1500,Generate superposition of two basis states,,1002,A3
1300,Generate superposition of zero state and a basis state,,1002,A2
800,Generate superposition of all basis states,,1002,A1
1700,Deutsch-Jozsa algorithm,*special,1001,I
1200,Oracle for f(x) = parity of the number of 1s in x,*special,1001,H
1400,Oracle for f(x) = k-th element of x,*special,1001,G
1300,Distinguish multi-qubit basis states,*special,1001,F
1600,Distinguish Bell states,*special,1001,E
1400,Distinguish plus state and minus state,*special,1001,D
1400,Generate GHZ state,*special,1001,C
1400,Generate Bell state,*special,1001,B
1100,Generate plus state or minus state,*special,1001,A
2700,Two-Paths,data structures;dp;trees,1000,G
2400,One Occurrence,data structures;divide and conquer,1000,F
2100,We Need More Bosses,dfs and similar;graphs;trees,1000,E
1900,Yet Another Problem On a Subsequence,combinatorics;dp,1000,D
1700,Covered Points Count,data structures;implementation;sortings,1000,C
1500,Light It Up,greedy,1000,B
1200,Codehorses T-shirts,greedy;implementation,1000,A
2000,Cards and Joy,dp,999,F
2000,Reachability from the Capital,dfs and similar;graphs;greedy,999,E
1900,Equalize the Remainders,data structures;greedy;implementation,999,D
1200,Alphabetic Removals,implementation,999,C
900,Reversing Encryption,implementation,999,B
800,Mishka and Contest,brute force;implementation,999,A
1200,Cutting,dp;greedy;sortings,998,B
1000,Balloons,constructive algorithms;implementation,998,A
3000,Good Subsegments,data structures,997,E
2900,Cycles in product,combinatorics;divide and conquer;trees,997,D
2500,Sky Full of Stars,combinatorics;math,997,C
2000,Roman Digits,brute force;combinatorics;dp;greedy;math,997,B
1500,Convert to Ones,brute force;greedy;implementation;math,997,A
1300,World Cup,binary search;math,996,B
800,Hit the Lottery,dp;greedy,996,A
2700,Cowmpany Cowmpensation,combinatorics;dp;math;trees,995,F
2700,Number Clicker,divide and conquer;graphs;meet-in-the-middle;number theory,995,E
2500,Game,math,995,D
2300,Leaving the Bar,brute force;data structures;geometry;greedy;math;sortings,995,C
1400,Suit and Tie,greedy;implementation;math,995,B
2100,Tesla,constructive algorithms;implementation,995,A
1400,Knights of a Polygonal Table,greedy;implementation;sortings,994,B
800,Fingerprints,implementation,994,A
3200,The Moral Dilemma,,993,F
2300,Nikita and Order Statistics,chinese remainder theorem;fft;math,993,E
2500,Compute Power,binary search;dp;greedy,993,D
2100,Careful Maneuvering,bitmasks;brute force;geometry,993,C
1900,Open Communication,bitmasks;brute force,993,B
1600,Two Squares,geometry;implementation,993,A
2500,Nastya and King-Shamans,binary search;data structures,992,E
2100,Nastya and a Game,brute force;implementation;math,992,D
1600,Nastya and a Wardrobe,math,992,C
1600,Nastya Studies Informatics,math;number theory,992,B
800,Nastya and an Array,implementation;sortings,992,A
2700,Concise and clear,brute force;greedy;implementation;math,991,F
1800,Bus Number,brute force;combinatorics;math,991,E
1500,Bishwock,dp;greedy,991,D
1500,Candies,binary search;implementation,991,C
900,Getting an A,greedy;sortings,991,B
1000,If at first you don't succeed...,implementation,991,A
2400,GCD Counting,divide and conquer;dp;dsu;number theory;trees,990,G
2400,Flow Control,dfs and similar;dp;greedy;trees,990,F
2100,Post Lamps,brute force;greedy,990,E
1700,Graph And Its Complement,constructive algorithms;graphs;implementation,990,D
1500,Bracket Sequences Concatenation Problem,implementation,990,C
1200,Micro-World,greedy;sortings,990,B
1000,Commentary Boxes,implementation;math,990,A
2700,A Trance of Nightfall,dp;geometry;matrices;probabilities,989,E
2500,A Shade of Moonlight,binary search;geometry;math;sortings;two pointers,989,D
1800,A Mist of Florescence,constructive algorithms;graphs,989,C
1200,A Tide of Riverscape,constructive algorithms;strings,989,B
900,A Blend of Springtime,implementation;strings,989,A
2100,Rain and Umbrellas,dp,988,F
2100,Divisibility by 25,brute force;greedy,988,E
1800,Points and Powers of Two,brute force;math,988,D
1400,Equal Sums,implementation;sortings,988,C
1100,Substrings Sort,sortings;strings,988,B
800,Diverse Team,brute force;implementation,988,A
1400,Three displays,brute force;dp;implementation,987,C
1100,High School: Become Human,math,987,B
800,Infinity Gauntlet,implementation,987,A
3300,Oppa Funcan Style Remastered,graphs;math;number theory;shortest paths,986,F
2800,Prince's Problem,brute force;data structures;math;number theory;trees,986,E
3100,Perfect Encoding,fft;math,986,D
2500,AND Graph,bitmasks;dfs and similar;dsu;graphs,986,C
1800,Petr and Permutations,combinatorics;math,986,B
1600,Fair,graphs;greedy;number theory;shortest paths,986,A
2700,Team Players,combinatorics,985,G
2300,Isomorphic Strings,hashing;strings,985,F
2100,Pencils and Boxes,binary search;data structures;dp;greedy;two pointers,985,E
